player_id,player_name,total_distance,high_speed_distance,percentage_max_velocity,player_load_per_minute,gen2_acceleration_band7plus_total_effort_count,gen2_acceleration_band2plus_total_effort_count,high_intensity_efforts
0353a909-21c6-473e-99da-19679a3cf628,Malia Yamamoto,5175.028581428573,179.6414271428571,72.5561957142857,7.520884285714287,42.42857142857143,36.285714285714285,78.71428571428571
0aec5995-2a78-4a4d-a401-f8a68c967653,Tessa Ferguson,4535.001557142858,188.39857285714285,73.58624857142857,5.679151428571428,38.857142857142854,37.0,75.85714285714286
16bef5df-a172-430c-ae67-35ee189d6fc1,Abigail Kiil,4153.432827142858,268.28285571428574,73.32870714285716,6.490542857142857,32.857142857142854,27.285714285714285,60.142857142857146
1a3947b4-a10c-4e4f-a893-a56d18388c5f,Keira Martin,4010.0105285714285,84.42,72.6665,5.878934285714286,17.285714285714285,14.571428571428571,31.857142857142858
1b51cb5a-fc1c-4878-837e-3e927a76b5f8,Katherine Jordan,4792.729031428572,114.9028557142857,68.79965857142857,6.791484285714286,25.0,33.42857142857143,58.42857142857143
290da6ba-4e58-4e4e-bed7-cafe0913ddac,Eva Wirtz,4541.3399714285715,178.8342842857143,78.31444857142857,6.25843,31.142857142857142,30.0,61.142857142857146
3cbc6e0a-ed0d-4379-9c7b-5de4daa5a1c3,Leah O'Brien,4732.849837142857,189.2114271428572,72.67033428571429,7.0762671428571435,43.857142857142854,40.714285714285715,84.57142857142857
3df8d922-c8db-412b-ad26-9000d1acc3f4,Lauren Hunter,616.9549614285714,0.0,15.657005714285715,1.0064728571428572,0.0,0.0,0.0
46285b48-c649-4561-be16-ced9260c2f0e,Lia Henkelmann,5952.030745714285,212.00857,74.66210714285715,8.41651,43.57142857142857,50.57142857142857,94.14285714285714
57503d87-8d33-4451-b8a0-1717255a9010,Kennedy Schoennauer,4812.024671428572,251.69857285714286,75.36391142857143,6.34588857142857,45.0,43.0,88.0
5cc9d8e5-0e11-4e64-a0df-e5ea4d232249,Stella Villalta,556.1086071428572,0.0,15.285925714285716,1.144397142857143,0.0,0.0,0.0
63ac24a2-21db-4e0b-bf5b-84e70325cead,Victoria Powell,4612.512557142857,258.4371442857143,72.97105428571429,5.05881,39.857142857142854,40.714285714285715,80.57142857142857
67e82f8a-5387-4ee5-a027-14e10773e209,Mailin Orozco,3935.1612471428575,169.8457142857143,71.4189142857143,5.994091428571429,32.714285714285715,29.285714285714285,62.0
739926b6-8078-4571-835a-49771577b336,Alexandra Reynolds,2280.9662157142857,95.17571428571429,67.33171714285714,3.6035742857142856,13.857142857142858,7.571428571428571,21.428571428571427
8100d3a6-37c5-4f32-b7db-c74673ab18a0,Hildigunnur Benediktsdottir,4425.838864285714,235.80143,73.80025142857141,6.560768571428571,43.142857142857146,40.42857142857143,83.57142857142857
82446b06-81a0-4379-b2da-2ec1e02c3607,Mia Adams,4212.666135714286,142.3700014285714,70.52960142857144,7.413277142857142,24.428571428571427,15.285714285714286,39.714285714285715
8573984f-4f3c-49c2-8885-608658906ff8,Addison Whitehouse,2597.844374285715,111.55999857142857,48.20254714285714,3.347842857142857,23.285714285714285,16.714285714285715,40.0
98bcf590-5113-45ff-a194-46d79dd29efc,Kylie Stiles,4451.261954285714,263.2871442857143,74.66297714285713,6.60546,36.42857142857143,30.142857142857142,66.57142857142857
a621e28f-3bd5-46f7-b796-06e4bcd4ab48,Daniela Cervantes,506.88430285714287,0.0,16.287272857142856,1.0106757142857143,0.0,0.0,0.0
b070f5d5-53f1-4751-b451-8c1d5cd04076,Amaris Franco,2536.4371,63.75714142857142,66.05777285714287,4.581015714285714,16.857142857142858,7.857142857142857,24.714285714285715
c5ce748d-b5a7-4efb-b69a-1b2b9e3a59fc,Rylan Cashman,4140.067625714285,258.79714285714283,78.66793428571428,6.6384300000000005,34.285714285714285,30.571428571428573,64.85714285714286
d0d6e805-f6b5-4b8d-8fc5-9581b08e67dd,Adee Goulden,4407.499228571429,157.39999714285713,80.77506142857143,7.39278,27.428571428571427,28.714285714285715,56.142857142857146
db188ce5-d57e-44de-80ec-5ac35e9e9bc3,Isabelle De Buyl,2412.2244757142857,116.36,44.64433428571429,3.7492799999999997,23.142857142857142,20.714285714285715,43.857142857142854
e035a978-50c9-444f-93b4-c88dab883b0e,Jacqueline Martinez,2902.886481428571,239.91714285714286,76.52800285714287,5.514552857142857,28.857142857142858,26.428571428571427,55.285714285714285
e20f1add-7184-49b6-b7ae-18d810de53dd,Kaylee Smith,4251.835487142857,233.70000285714286,72.19669999999999,6.059227142857144,39.142857142857146,27.0,66.14285714285714
ee54030e-606d-4fc8-ba4f-988cac78e9d4,Ally Harrison,3055.895267142857,65.88,66.59681857142857,3.5692,19.142857142857142,13.714285714285714,32.857142857142854
f356cf90-9f19-457c-a045-812d6a419708,Jalana Kimber,3962.5817985714284,180.1657157142857,70.84597714285714,6.968532857142857,34.0,30.142857142857142,64.14285714285714
fd6d93cd-9e3d-4d91-8a01-ae22ac680a00,Raygen Lewis,2882.9366342857143,86.53714285714285,71.45989857142857,4.281531428571428,19.142857142857142,18.571428571428573,37.714285714285715
